"Date","Price","Open","High","Low","Vol.","Change %"
"12/20/2022","288.19","281.24","289.28","280.81","6.77M","-0.04%"
"12/19/2022","288.30","289.73","292.25","286.13","6.14M","-0.83%"
"12/16/2022","290.71","288.76","294.72","288.70","14.08M","0.10%"
"12/15/2022","290.41","302.12","303.39","286.55","17.62M","-8.63%"
"12/14/2022","317.83","318.97","324.71","314.42","7.54M","-0.78%"
"12/13/2022","320.34","328.00","332.72","317.20","10.74M","1.64%"
"12/12/2022","315.18","320.00","323.18","308.85","9.91M","-1.51%"
"12/09/2022","320.01","321.45","329.00","319.52","14.36M","3.14%"
"12/08/2022","310.26","309.11","312.38","304.81","7.17M","0.60%"
"12/07/2022","308.42","306.50","309.61","302.10","7.76M","0.94%"
"12/06/2022","305.56","311.00","313.22","303.13","7.17M","-2.25%"
"12/05/2022","312.59","316.46","322.77","310.92","8.30M","-2.44%"
"12/02/2022","320.41","310.49","321.99","310.00","12.69M","1.09%"
"12/01/2022","316.95","303.99","319.80","303.03","14.66M","3.74%"
"11/30/2022","305.53","281.37","308.26","280.41","16.07M","8.75%"
"11/29/2022","280.96","282.50","282.96","275.94","5.79M","-0.07%"
"11/28/2022","281.17","284.00","289.55","280.53","4.71M","-1.53%"
"11/25/2022","285.54","289.00","289.21","284.17","3.24M","-2.04%"
"11/23/2022","291.50","285.91","292.47","283.76","5.92M","1.68%"
"11/22/2022","286.69","284.99","286.98","277.34","6.25M","0.58%"
"11/21/2022","285.05","291.00","291.87","282.66","7.26M","-1.02%"
"11/18/2022","287.98","297.33","298.00","287.00","8.40M","-2.47%"
"11/17/2022","295.28","294.72","299.82","291.00","9.84M","-3.51%"
"11/16/2022","306.02","309.94","310.49","303.61","8.04M","-1.35%"
"11/15/2022","310.20","309.20","312.71","302.55","14.63M","3.65%"
"11/14/2022","299.27","290.00","311.00","288.19","17.97M","3.15%"
"11/11/2022","290.13","274.47","290.66","271.56","9.57M","5.51%"
"11/10/2022","274.97","265.99","275.36","260.09","9.67M","7.98%"
"11/09/2022","254.66","259.66","260.90","254.22","7.27M","-3.34%"
"11/08/2022","263.46","259.92","266.08","256.88","7.68M","1.88%"
"11/07/2022","258.60","261.06","261.15","252.09","7.93M","-0.84%"
"11/04/2022","260.79","272.02","274.97","255.32","11.12M","-3.07%"
"11/03/2022","269.06","271.25","276.29","268.80","7.06M","-1.44%"
"11/02/2022","273.00","286.40","287.33","272.84","10.37M","-4.80%"
"11/01/2022","286.75","296.17","299.70","286.42","6.92M","-1.76%"
"10/31/2022","291.88","295.13","297.62","289.50","7.51M","-1.30%"
"10/28/2022","295.72","297.70","301.19","292.29","9.96M","-0.41%"
"10/27/2022","296.94","298.33","305.21","294.78","14.61M","-0.56%"
"10/26/2022","298.62","290.04","305.63","288.04","15.75M","2.61%"
"10/25/2022","291.02","286.95","297.59","285.55","15.10M","3.03%"
"10/24/2022","282.45","290.23","290.49","280.36","13.33M","-2.46%"
"10/21/2022","289.57","268.95","290.75","265.68","24.89M","7.98%"
"10/20/2022","268.16","272.78","278.38","266.38","17.21M","-1.55%"
"10/19/2022","272.38","265.00","279.30","262.66","46.69M","13.09%"
"10/18/2022","240.86","249.80","250.37","237.73","25.78M","-1.73%"
"10/17/2022","245.10","234.41","249.92","234.40","21.06M","6.57%"
"10/14/2022","230.00","237.80","238.80","229.51","15.29M","-1.08%"
"10/13/2022","232.51","212.69","234.47","211.73","17.51M","5.27%"
"10/12/2022","220.87","214.30","223.67","212.64","12.95M","3.07%"
"10/11/2022","214.29","226.05","230.44","213.70","15.28M","-6.82%"
"10/10/2022","229.98","225.64","233.83","224.23","9.99M","2.33%"
"10/07/2022","224.75","235.77","237.33","224.28","9.81M","-6.36%"
"10/06/2022","240.02","236.68","244.28","233.91","9.19M","1.39%"
"10/05/2022","236.73","238.76","241.59","227.38","10.83M","-1.67%"
"10/04/2022","240.74","244.84","245.80","233.25","13.93M","0.71%"
"10/03/2022","239.04","237.85","241.54","232.85","8.66M","1.53%"
"09/30/2022","235.44","237.00","242.44","233.26","11.85M","-1.78%"
"09/29/2022","239.71","241.61","246.98","235.68","18.99M","-2.24%"
"09/28/2022","245.20","229.69","246.65","227.38","17.58M","9.29%"
"09/27/2022","224.36","228.63","230.64","220.72","7.76M","0.13%"
"09/26/2022","224.07","225.60","232.70","223.01","8.23M","-1.03%"
"09/23/2022","226.41","235.14","236.45","221.43","11.21M","-4.49%"
"09/22/2022","237.05","235.35","240.50","231.66","10.02M","0.08%"
"09/21/2022","236.87","242.67","248.30","236.68","9.17M","-2.46%"
"09/20/2022","242.85","240.37","250.49","239.66","16.04M","-0.32%"
"09/19/2022","243.63","245.05","245.25","235.75","17.91M","1.46%"
"09/16/2022","240.13","231.22","241.35","227.83","18.91M","2.02%"
"09/15/2022","235.38","230.47","242.29","229.10","19.45M","5.02%"
"09/14/2022","224.12","219.82","228.00","215.80","8.23M","2.75%"
"09/13/2022","218.13","226.50","227.69","217.72","8.00M","-7.78%"
"09/12/2022","236.53","233.61","239.49","233.37","6.05M","1.27%"
"09/09/2022","233.57","229.62","234.78","229.62","6.70M","2.70%"
"09/08/2022","227.44","224.16","228.74","221.30","6.74M","-0.66%"
"09/07/2022","228.96","220.21","229.33","218.27","8.15M","4.84%"
"09/06/2022","218.39","225.59","226.85","214.69","7.47M","-3.41%"
"09/02/2022","226.11","231.03","233.88","225.04","8.16M","-1.71%"
"09/01/2022","230.04","220.72","230.37","219.47","7.29M","2.90%"
"08/31/2022","223.56","227.00","233.88","223.43","8.62M","1.32%"
"08/30/2022","220.65","226.66","229.79","218.74","5.74M","-1.75%"
"08/29/2022","224.57","221.93","229.87","221.52","7.11M","0.58%"
"08/26/2022","223.28","233.63","236.95","223.15","5.35M","-4.57%"
"08/25/2022","233.98","230.24","234.16","229.00","3.77M","1.90%"
"08/24/2022","229.61","225.66","234.10","223.94","5.43M","2.25%"
"08/23/2022","224.55","226.46","229.90","224.30","5.28M","-0.88%"
"08/22/2022","226.54","232.55","233.48","224.59","8.63M","-6.06%"
"08/19/2022","241.16","240.95","243.29","235.68","7.50M","-1.64%"
"08/18/2022","245.17","241.96","246.48","239.28","5.28M","1.67%"
"08/17/2022","241.15","241.18","244.24","237.56","5.63M","-1.85%"
"08/16/2022","245.69","247.16","249.29","244.03","5.14M","-1.37%"
"08/15/2022","249.11","248.11","251.99","247.51","6.53M","-0.08%"
"08/12/2022","249.30","244.81","249.41","243.76","6.10M","2.72%"
"08/11/2022","242.70","244.68","251.62","241.51","8.78M","-0.58%"
"08/10/2022","244.11","236.99","244.54","236.60","9.25M","6.16%"
"08/09/2022","229.94","231.62","232.20","224.65","6.18M","-1.52%"
"08/08/2022","233.49","227.49","241.96","226.41","11.00M","2.96%"
"08/05/2022","226.78","225.30","228.62","222.87","5.54M","-1.36%"
"08/04/2022","229.91","227.68","232.07","225.05","7.14M","1.40%"
"08/03/2022","226.73","224.79","228.10","222.42","6.40M","2.40%"
"08/02/2022","221.42","222.76","228.20","220.88","6.36M","-2.12%"
"08/01/2022","226.21","223.10","228.39","221.00","5.53M","0.58%"
"07/29/2022","224.90","223.29","230.75","222.40","9.06M","-0.50%"
"07/28/2022","226.02","224.60","228.10","219.67","8.97M","-0.32%"
"07/27/2022","226.75","216.48","227.78","214.58","10.51M","6.00%"
"07/26/2022","213.91","216.66","219.39","211.64","9.51M","-2.11%"
"07/25/2022","218.51","221.31","225.23","216.35","10.94M","-0.88%"
"07/22/2022","220.44","222.38","229.35","218.44","17.81M","-1.54%"
"07/21/2022","223.88","214.30","224.32","211.50","23.43M","3.44%"
"07/20/2022","216.44","208.17","216.97","200.10","53.92M","7.35%"
"07/19/2022","201.63","193.02","201.97","188.40","28.18M","5.61%"
"07/18/2022","190.92","192.50","199.67","189.80","16.32M","0.96%"
"07/15/2022","189.11","175.58","189.22","174.56","16.32M","8.20%"
"07/14/2022","174.78","175.56","177.52","171.82","9.04M","-1.01%"
"07/13/2022","176.56","170.50","179.18","169.70","12.73M","1.21%"
"07/12/2022","174.45","177.33","179.78","173.42","6.85M","-1.63%"
"07/11/2022","177.34","184.73","184.99","176.89","6.05M","-5.15%"
"07/08/2022","186.98","186.02","189.91","182.75","5.84M","-1.21%"
"07/07/2022","189.27","184.27","190.21","183.50","6.33M","2.83%"
"07/06/2022","184.06","185.20","186.22","180.82","5.75M","-0.98%"
"07/05/2022","185.88","176.28","185.92","172.68","7.34M","3.30%"
"07/01/2022","179.95","176.49","180.10","174.27","5.20M","2.91%"
"06/30/2022","174.87","177.07","179.45","170.30","7.89M","-1.96%"
"06/29/2022","178.36","179.55","180.66","175.10","5.77M","-0.69%"
"06/28/2022","179.60","189.20","192.20","179.37","7.20M","-5.04%"
"06/27/2022","189.14","191.77","191.78","182.39","8.36M","-0.90%"
"06/24/2022","190.85","183.50","191.19","181.84","12.42M","5.03%"
"06/23/2022","181.71","180.50","182.76","175.87","9.54M","1.58%"
"06/22/2022","178.89","170.75","182.82","170.20","12.01M","4.67%"
"06/21/2022","170.91","177.60","178.62","169.80","12.18M","-2.62%"
"06/17/2022","175.51","173.63","179.65","173.34","12.13M","1.25%"
"06/16/2022","173.35","174.00","176.27","171.56","8.20M","-3.75%"
"06/15/2022","180.11","169.26","183.85","168.53","12.40M","7.50%"
"06/14/2022","167.54","169.75","172.06","164.28","11.56M","-1.27%"
"06/13/2022","169.69","177.07","179.09","168.96","10.22M","-7.24%"
"06/10/2022","182.94","182.64","185.86","180.85","13.07M","-5.10%"
"06/09/2022","192.77","200.65","201.69","192.54","6.95M","-4.96%"
"06/08/2022","202.83","197.95","207.38","197.64","7.24M","2.12%"
"06/07/2022","198.61","194.87","199.60","193.00","4.84M","0.75%"
"06/06/2022","197.14","202.09","203.87","195.38","5.37M","-0.92%"
"06/03/2022","198.98","200.14","202.95","198.05","7.19M","-2.98%"
"06/02/2022","205.09","192.02","205.47","191.72","9.62M","6.31%"
"06/01/2022","192.91","198.70","202.74","191.66","8.42M","-2.29%"
"05/31/2022","197.44","196.18","199.95","190.80","11.40M","1.15%"
"05/27/2022","195.19","193.19","195.25","190.37","8.59M","1.98%"
"05/26/2022","191.40","186.49","192.34","183.09","8.05M","1.90%"
"05/25/2022","187.83","180.28","188.87","180.17","8.52M","4.15%"
"05/24/2022","180.34","182.00","184.00","177.17","7.71M","-3.79%"
"05/23/2022","187.44","186.15","187.66","177.89","9.60M","0.58%"
"05/20/2022","186.35","185.87","190.19","179.77","10.43M","1.56%"
"05/19/2022","183.48","178.04","186.30","175.71","10.45M","3.55%"
"05/18/2022","177.19","186.72","187.70","176.27","9.67M","-7.02%"
"05/17/2022","190.56","189.17","191.40","185.17","9.88M","2.17%"
"05/16/2022","186.51","193.30","195.89","185.70","16.15M","-0.60%"
"05/13/2022","187.64","177.16","187.77","176.01","13.14M","7.65%"
"05/12/2022","174.31","163.96","177.58","162.71","17.66M","4.77%"
"05/11/2022","166.37","176.09","180.92","165.55","12.67M","-6.35%"
"05/10/2022","177.66","176.01","181.87","170.57","13.88M","2.63%"
"05/09/2022","173.10","177.65","183.20","172.30","14.03M","-4.35%"
"05/06/2022","180.97","186.75","187.21","175.81","17.19M","-3.90%"
"05/05/2022","188.32","200.45","200.71","186.00","13.97M","-7.69%"
"05/04/2022","204.01","197.65","204.38","191.01","12.22M","2.07%"
"05/03/2022","199.87","198.29","203.20","194.77","11.84M","0.21%"
"05/02/2022","199.46","191.71","200.21","190.01","14.59M","4.78%"
"04/29/2022","190.36","198.68","204.71","190.00","16.39M","-4.59%"
"04/28/2022","199.52","191.56","201.48","185.60","21.36M","5.82%"
"04/27/2022","188.54","194.01","200.19","187.77","22.30M","-4.97%"
"04/26/2022","198.40","208.80","209.15","198.28","20.32M","-5.48%"
"04/25/2022","209.91","213.81","216.66","204.51","28.15M","-2.60%"
"04/22/2022","215.52","220.18","226.27","210.05","37.52M","-1.24%"
"04/21/2022","218.22","220.00","227.68","211.52","53.50M","-3.52%"
"04/20/2022","226.19","245.20","248.70","212.51","133.39M","-35.12%"
"04/19/2022","348.61","333.22","351.68","333.22","20.91M","3.18%"
"04/18/2022","337.86","340.00","342.36","331.61","5.11M","-0.96%"
"04/14/2022","341.13","350.95","352.00","339.86","4.34M","-2.65%"
"04/13/2022","350.43","343.92","352.00","341.15","3.23M","1.84%"
"04/12/2022","344.10","355.91","359.41","342.25","3.82M","-1.12%"
"04/11/2022","348.00","350.00","354.78","345.20","3.78M","-2.21%"
"04/08/2022","355.88","361.96","362.50","354.86","4.03M","-1.73%"
"04/07/2022","362.15","365.00","368.54","353.69","4.95M","-1.68%"
"04/06/2022","368.35","374.15","376.47","362.73","4.35M","-3.10%"
"04/05/2022","380.15","389.30","390.00","377.30","4.23M","-2.90%"
"04/04/2022","391.50","373.55","396.02","373.13","7.01M","4.83%"
"04/01/2022","373.47","376.80","380.87","368.50","4.64M","-0.30%"
"03/31/2022","374.59","383.59","384.00","373.61","4.13M","-1.80%"
"03/30/2022","381.47","389.55","392.70","378.63","4.02M","-2.64%"
"03/29/2022","391.82","384.39","396.50","380.33","5.88M","3.52%"
"03/28/2022","378.51","375.23","380.28","366.73","4.32M","1.25%"
"03/25/2022","373.85","377.07","377.64","366.43","3.58M","-0.50%"
"03/24/2022","375.71","379.76","379.76","368.90","3.89M","0.33%"
"03/23/2022","374.49","379.77","382.46","374.49","3.73M","-2.20%"
"03/22/2022","382.92","371.14","386.66","366.76","4.24M","2.22%"
"03/21/2022","374.59","378.02","381.82","368.94","4.87M","-1.58%"
"03/18/2022","380.60","372.00","381.80","368.47","8.32M","2.48%"
"03/17/2022","371.40","359.70","373.31","354.88","5.82M","3.88%"
"03/16/2022","357.53","348.20","359.99","343.06","6.98M","4.01%"
"03/15/2022","343.75","335.10","345.36","332.36","5.46M","3.85%"
"03/14/2022","331.01","338.72","341.32","329.82","5.91M","-2.74%"
"03/11/2022","340.32","361.19","363.36","340.00","4.82M","-4.61%"
"03/10/2022","356.77","356.20","367.02","353.30","4.81M","-0.56%"
"03/09/2022","358.79","357.68","364.14","350.51","6.52M","4.98%"
"03/08/2022","341.76","349.80","358.86","340.67","6.43M","-2.43%"
"03/07/2022","350.26","360.41","361.99","350.20","5.71M","-3.17%"
"03/04/2022","361.73","368.00","374.82","357.17","5.33M","-1.72%"
"03/03/2022","368.07","386.00","386.12","364.65","6.08M","-3.15%"
"03/02/2022","380.03","388.93","389.22","375.21","5.36M","-1.61%"
"03/01/2022","386.24","391.60","395.00","383.70","3.29M","-2.10%"
"02/28/2022","394.52","387.33","397.75","382.13","5.04M","0.95%"
"02/25/2022","390.80","386.61","391.29","375.58","4.84M","0.20%"
"02/24/2022","390.03","355.09","390.73","354.72","7.07M","6.14%"
"02/23/2022","367.46","382.72","386.00","366.66","4.61M","-2.63%"
"02/22/2022","377.38","388.95","392.42","373.02","6.70M","-3.55%"
"02/18/2022","391.29","392.53","402.87","389.05","6.80M","1.19%"
"02/17/2022","386.67","394.23","399.11","385.70","4.67M","-2.87%"
"02/16/2022","398.08","401.53","401.56","390.38","5.28M","-2.30%"
"02/15/2022","407.46","403.79","409.16","401.01","5.40M","2.75%"
"02/14/2022","396.57","387.59","409.36","386.89","7.20M","1.34%"
"02/11/2022","391.31","405.33","411.61","387.65","7.56M","-3.68%"
"02/10/2022","406.27","402.10","408.00","396.36","8.45M","-1.60%"
"02/09/2022","412.89","408.65","412.98","398.79","7.74M","2.32%"
"02/08/2022","403.53","398.18","406.61","395.83","6.82M","0.36%"
"02/07/2022","402.10","410.17","412.35","393.55","8.23M","-1.97%"
"02/04/2022","410.17","407.31","412.77","396.64","7.79M","1.13%"
"02/03/2022","405.60","421.44","429.26","404.28","9.91M","-5.56%"
"02/02/2022","429.48","448.25","451.98","426.48","14.35M","-6.05%"
"02/01/2022","457.13","432.96","458.48","425.54","22.57M","7.02%"
"01/31/2022","427.14","401.97","427.70","398.20","20.05M","11.13%"
"01/28/2022","384.36","386.76","387.00","372.08","11.97M","-0.61%"
"01/27/2022","386.70","382.06","394.80","378.10","24.32M","7.51%"
"01/26/2022","359.70","378.27","382.66","356.62","12.68M","-1.83%"
"01/25/2022","366.42","379.14","387.71","365.13","15.15M","-5.35%"
"01/24/2022","387.15","383.91","387.26","351.46","32.39M","-2.60%"
"01/21/2022","397.50","400.42","409.15","379.99","58.90M","-21.79%"
"01/20/2022","508.25","517.75","526.64","506.93","12.66M","-1.48%"
"01/19/2022","515.86","515.00","523.21","510.51","4.35M","0.99%"
"01/18/2022","510.80","520.08","521.75","508.68","4.84M","-2.83%"
"01/14/2022","525.69","517.60","538.37","511.88","7.86M","1.25%"
"01/13/2022","519.20","537.06","540.79","518.26","4.48M","-3.35%"
"01/12/2022","537.22","544.27","544.27","532.02","3.79M","-0.67%"
"01/11/2022","540.84","536.99","543.91","530.07","3.08M","0.18%"
"01/10/2022","539.85","538.49","543.69","526.32","4.49M","-0.22%"
"01/07/2022","541.06","549.46","553.43","538.22","3.38M","-2.21%"
"01/06/2022","553.29","554.34","563.36","542.01","5.71M","-2.51%"
"01/05/2022","567.52","592.00","592.84","566.88","4.15M","-4.00%"
"01/04/2022","591.15","599.91","600.41","581.60","4.39M","-1.04%"
"01/03/2022","597.37","605.61","609.99","590.56","3.07M","-0.84%"
"12/31/2021","602.44","610.01","614.08","602.05","2.00M","-1.58%"
"12/30/2021","612.09","612.99","620.61","611.24","1.63M","0.25%"
"12/29/2021","610.54","610.71","613.98","604.68","1.29M","-0.03%"
"12/28/2021","610.71","614.95","618.41","609.69","1.88M","-0.39%"
"12/27/2021","613.12","615.00","615.00","609.25","2.06M","-0.16%"
"12/23/2021","614.09","616.40","616.88","607.57","1.62M","-0.02%"
"12/22/2021","614.24","603.36","614.82","602.63","2.34M","1.54%"
"12/21/2021","604.92","597.54","607.82","593.86","2.32M","1.88%"
"12/20/2021","593.74","586.43","602.88","584.26","3.36M","1.19%"
"12/17/2021","586.73","591.61","593.25","581.74","4.43M","-0.73%"
"12/16/2021","591.06","597.09","602.83","588.00","3.14M","-2.31%"
"12/15/2021","605.04","598.18","605.69","584.51","2.87M","1.18%"
"12/14/2021","597.99","598.71","602.29","588.13","2.98M","-1.09%"
"12/13/2021","604.56","612.00","612.64","599.52","2.52M","-1.16%"
"12/10/2021","611.66","616.78","617.74","605.88","2.75M","0.11%"
"12/09/2021","611.00","627.58","630.24","610.44","2.38M","-2.72%"
"12/08/2021","628.08","630.00","632.46","623.20","2.22M","0.40%"
"12/07/2021","625.58","619.83","628.89","611.40","3.13M","2.10%"
"12/06/2021","612.69","606.01","617.29","601.00","3.08M","1.75%"
"12/03/2021","602.13","622.75","625.50","594.00","4.83M","-2.33%"
"12/02/2021","616.47","617.10","625.36","612.88","3.33M","-0.21%"
"12/01/2021","617.77","649.48","654.52","617.07","3.90M","-3.76%"
"11/30/2021","641.90","668.20","675.38","640.01","5.61M","-3.31%"
"11/29/2021","663.84","663.20","667.99","658.29","2.53M","-0.27%"
"11/26/2021","665.64","675.00","676.41","660.67","2.87M","1.12%"
"11/24/2021","658.29","658.01","661.44","651.10","1.87M","0.65%"
"11/23/2021","654.06","658.18","666.43","646.05","2.32M","-0.78%"
"11/22/2021","659.20","676.02","679.48","656.47","2.77M","-2.89%"
"11/19/2021","678.80","692.35","694.16","675.00","2.61M","-0.47%"
"11/18/2021","682.02","691.61","691.74","679.73","2.01M","-1.40%"
"11/17/2021","691.69","690.00","700.99","686.09","2.73M","0.62%"
"11/16/2021","687.40","678.27","688.36","676.90","2.08M","1.19%"
"11/15/2021","679.33","681.23","685.26","671.49","2.87M","-0.48%"
"11/12/2021","682.61","660.01","683.34","653.82","4.20M","3.81%"
"11/11/2021","657.58","650.24","665.82","649.71","2.87M","1.65%"
"11/10/2021","646.91","653.01","660.33","642.11","2.41M","-1.38%"
"11/09/2021","655.99","653.70","660.50","650.52","2.42M","0.70%"
"11/08/2021","651.45","650.29","656.00","643.79","2.89M","0.89%"
"11/05/2021","645.72","663.97","665.64","645.01","5.28M","-3.39%"
"11/04/2021","668.40","685.89","685.94","665.50","4.87M","-2.89%"
"11/03/2021","688.29","677.27","689.39","677.27","2.33M","1.56%"
"11/02/2021","677.72","683.11","687.68","673.82","3.89M","-0.51%"
"11/01/2021","681.17","689.06","689.97","676.54","3.11M","-1.32%"
"10/29/2021","690.31","673.06","690.97","671.24","3.83M","2.41%"
"10/28/2021","674.05","670.95","676.80","668.03","2.86M","1.68%"
"10/27/2021","662.92","669.00","671.41","661.85","2.28M","-0.84%"
"10/26/2021","668.52","673.76","676.49","662.77","2.90M","-0.47%"
"10/25/2021","671.66","663.74","675.88","657.07","3.83M","1.03%"
"10/22/2021","664.78","651.81","665.46","651.81","6.19M","1.78%"
"10/21/2021","653.16","628.89","654.01","628.65","8.44M","4.48%"
"10/20/2021","625.14","625.57","637.40","617.15","10.62M","-2.17%"
"10/19/2021","639.00","636.97","641.00","632.30","7.63M","0.16%"
"10/18/2021","637.97","632.10","638.41","620.59","4.67M","1.54%"
"10/15/2021","628.29","638.00","639.42","625.16","4.12M","-0.87%"
"10/14/2021","633.80","632.23","636.88","626.79","2.67M","0.64%"
"10/13/2021","629.76","632.18","632.18","622.10","2.42M","0.77%"
"10/12/2021","624.94","633.02","637.66","621.99","3.23M","-0.33%"
"10/11/2021","627.04","633.20","639.42","626.78","2.86M","-0.89%"
"10/08/2021","632.66","634.16","643.80","630.86","3.27M","0.13%"
"10/07/2021","631.85","642.23","646.84","630.45","3.56M","-1.13%"
"10/06/2021","639.10","628.18","639.87","626.36","4.58M","0.68%"
"10/05/2021","634.81","606.94","640.39","606.89","9.53M","5.21%"
"10/04/2021","603.35","613.39","626.13","594.68","5.00M","-1.60%"
"10/01/2021","613.15","604.24","614.99","597.51","4.09M","0.46%"
"09/30/2021","610.34","608.05","619.00","608.05","6.62M","1.88%"
"09/29/2021","599.06","589.01","609.88","588.01","6.22M","2.61%"
"09/28/2021","583.85","589.00","599.54","580.16","4.43M","-1.48%"
"09/27/2021","592.64","587.95","593.58","576.93","2.50M","0.04%"
"09/24/2021","592.39","592.50","592.98","583.64","2.13M","-0.15%"
"09/23/2021","593.26","590.79","599.32","589.13","2.53M","0.44%"
"09/22/2021","590.65","579.69","595.65","579.69","4.02M","3.06%"
"09/21/2021","573.14","578.31","581.88","569.37","2.25M","-0.40%"
"09/20/2021","575.43","586.79","591.53","568.08","3.73M","-2.36%"
"09/17/2021","589.35","587.85","590.28","580.85","4.15M","0.49%"
"09/16/2021","586.50","584.30","587.48","577.72","1.83M","0.62%"
"09/15/2021","582.87","578.17","584.62","575.37","2.76M","0.88%"
"09/14/2021","577.76","584.89","587.28","575.56","3.46M","-1.96%"
"09/13/2021","589.29","598.57","598.57","582.78","3.06M","-1.58%"
"09/10/2021","598.72","598.16","609.45","593.67","3.95M","0.20%"
"09/09/2021","597.54","606.47","609.44","596.55","2.95M","-1.40%"
"09/08/2021","606.05","603.84","615.60","595.71","5.42M","-0.11%"
"09/07/2021","606.71","594.69","613.85","593.99","5.83M","2.74%"
"09/03/2021","590.53","585.80","591.88","583.14","2.68M","0.34%"
"09/02/2021","588.55","583.68","598.76","583.68","6.18M","1.11%"
"09/01/2021","582.07","569.00","591.00","569.00","5.63M","2.26%"
"08/31/2021","569.19","566.12","569.48","561.61","2.43M","0.53%"
"08/30/2021","566.18","557.25","567.16","556.45","2.43M","1.30%"
"08/27/2021","558.92","551.60","564.17","549.25","3.25M","1.60%"
"08/26/2021","550.12","546.16","552.60","545.90","1.60M","0.46%"
"08/25/2021","547.58","550.16","552.84","545.45","2.07M","-1.05%"
"08/24/2021","553.41","551.48","555.31","549.27","2.11M","0.01%"
"08/23/2021","553.33","545.98","555.55","543.74","2.60M","1.18%"
"08/20/2021","546.88","545.09","551.39","539.10","3.78M","0.58%"
"08/19/2021","543.71","522.74","548.39","521.87","7.50M","4.18%"
"08/18/2021","521.87","520.00","526.38","518.65","2.58M","0.57%"
"08/17/2021","518.91","515.47","520.79","514.20","2.31M","0.19%"
"08/16/2021","517.92","515.24","523.38","512.30","2.03M","0.39%"
"08/13/2021","515.92","512.64","521.44","511.51","2.18M","1.02%"
"08/12/2021","510.72","511.86","513.00","507.20","1.69M","-0.33%"
"08/11/2021","512.40","517.00","519.57","509.77","1.67M","-0.67%"
"08/10/2021","515.84","520.00","520.79","512.97","1.96M","-0.79%"
"08/09/2021","519.97","521.15","522.67","517.99","1.37M","-0.11%"
"08/06/2021","520.55","524.00","526.84","519.39","1.92M","-0.83%"
"08/05/2021","524.89","517.13","525.41","514.02","2.56M","1.46%"
"08/04/2021","517.35","513.00","517.98","510.37","2.04M","1.28%"
"08/03/2021","510.82","514.39","515.63","505.37","2.58M","-0.84%"
"08/02/2021","515.15","519.00","519.85","510.51","2.10M","-0.47%"
"07/30/2021","517.57","512.69","519.79","510.96","2.54M","0.65%"
"07/29/2021","514.25","519.96","520.78","513.79","1.74M","-0.97%"
"07/28/2021","519.30","521.82","524.47","516.98","2.39M","0.08%"
"07/27/2021","518.91","518.08","521.95","512.05","2.76M","0.47%"
"07/26/2021","516.49","514.38","521.13","509.01","2.25M","0.21%"
"07/23/2021","515.41","512.16","517.41","504.66","3.82M","0.71%"
"07/22/2021","511.77","510.21","513.68","507.00","4.33M","-0.36%"
"07/21/2021","513.63","526.13","530.99","505.61","11.91M","-3.28%"
"07/20/2021","531.05","526.07","536.64","520.30","6.93M","-0.23%"
"07/19/2021","532.28","526.05","534.91","522.24","3.89M","0.37%"
"07/16/2021","530.31","541.81","544.06","527.05","3.44M","-2.33%"
